"ISIS Calcs (Axelrod with Furnas), begun 12/7/2015",,,,,,,,,,,,,,,,,,,,,,,,
,"Corrected by Zander Furnas, 2/20/16",,,,,,,,,,,,,,,,,,,,,,,
383,1,2,2,2,2,2,1,1,1,2,1,-24800,-200,-2000,-2700,-1200,-1900,-2400,-10000,800,-2000,-2200,-1000,FALSE
384,1,2,2,2,2,2,1,1,2,1,1,-34400,300,-1700,-2000,-900,-2000,-2600,-17000,1000,-8000,-1000,-500,FALSE
385,1,2,2,2,2,2,1,2,1,1,1,-28800,-500,-2100,-3000,-1300,-2000,-3400,-11000,-2600,-1600,-800,-500,FALSE
386,1,2,2,2,2,2,2,1,1,1,1,-49600,-2100,-100,-800,-300,0,-600,-23000,-1000,-9600,-1600,-10500,FALSE
387,1,1,1,1,1,1,2,2,2,2,2,-24600,-1600,-2000,-2700,-1500,-2100,-2400,-11000,600,-1200,-700,0,FALSE
388,1,1,1,1,1,2,1,2,2,2,2,-49000,200,0,-500,-700,-500,-2600,-23000,-2200,-9200,-1500,-9000,FALSE
389,1,1,1,1,1,2,2,1,2,2,2,-23400,-1400,-2000,-2700,-1700,-2500,200,-11000,-1400,-1200,-700,1000,FALSE
390,1,1,1,1,1,2,2,2,1,2,2,-35400,-2200,-1600,-1700,-1300,-2500,-600,-17000,-200,-8400,-900,1000,FALSE
391,1,1,1,1,1,2,2,2,2,1,2,-24600,-1700,-1900,-2400,-1600,-2400,-800,-10000,-400,-1600,-2300,500,FALSE
392,1,1,1,1,1,2,2,2,2,2,1,-46000,-2300,-2500,-2500,-1700,-2500,-1600,-19000,-200,-1200,-1000,-11500,FALSE
393,1,1,1,1,2,1,1,2,2,2,2,-49200,500,0,-800,-500,-2400,-800,-23000,-1400,-9200,-1600,-10000,FALSE
394,1,1,1,1,2,1,2,1,2,2,2,-26800,-1100,-2000,-3000,-1500,-400,-3600,-11000,-2200,-1200,-800,0,FALSE
395,1,1,1,1,2,1,2,2,1,2,2,-35600,-1900,-1600,-2000,-1100,-400,-2800,-17000,600,-8400,-1000,0,FALSE
396,1,1,1,1,2,1,2,2,2,1,2,-24400,-1400,-1900,-2700,-1400,-500,-2600,-10000,400,-1600,-2200,-500,FALSE
397,1,1,1,1,2,1,2,2,2,2,1,-42200,-2000,-2500,-2800,-1500,-400,-1800,-19000,600,-1200,-1100,-10500,FALSE
398,1,1,1,1,2,2,1,1,2,2,2,-46400,700,0,-800,-700,-2000,-1400,-23000,600,-9200,-1600,-9000,FALSE
399,1,1,1,1,2,2,1,2,1,2,2,-34400,-100,400,200,-300,-2000,-2200,-17000,-2200,-400,-1800,-9000,FALSE
400,1,1,1,1,2,2,1,2,2,1,2,-52000,400,100,-500,-600,-2100,-2400,-24000,-2400,-9600,-1400,-9500,FALSE
401,1,1,1,1,2,2,1,2,2,2,1,-37000,-200,-500,-600,-700,-2000,-3200,-15000,-2200,-9200,-1900,-1500,FALSE
402,1,1,1,1,2,2,2,1,1,2,2,-32800,-1700,-1600,-2000,-1300,0,600,-17000,-1400,-8400,-1000,1000,FALSE
403,1,1,1,1,2,2,2,1,2,1,2,-21600,-1200,-1900,-2700,-1600,-100,400,-10000,-1200,-1600,-2200,500,FALSE
404,1,1,1,1,2,2,2,1,2,2,1,-43400,-1800,-2500,-2800,-1700,0,-400,-19000,-1400,-1200,-1100,-11500,FALSE
405,1,1,1,1,2,2,2,2,1,1,2,-32800,-2000,-1500,-1700,-1200,-100,-400,-16000,-400,-8000,-2000,500,FALSE
406,1,1,1,1,2,2,2,2,1,2,1,-55400,-2600,-2100,-1800,-1300,0,-1200,-25000,-200,-8400,-1300,-11500,FALSE
407,1,1,1,1,2,2,2,2,2,1,1,-43000,-2100,-2400,-2500,-1600,-100,-1400,-18000,-400,-1600,-1900,-11000,FALSE
408,1,1,1,2,1,1,1,2,2,2,2,-46200,600,-100,-900,-1300,-100,-600,-22000,-1400,-8800,-1600,-10000,FALSE
409,1,1,1,2,1,1,2,1,2,2,2,-27800,-1000,-2100,-3100,-300,-2100,-3400,-12000,-2200,-800,-800,0,FALSE
410,1,1,1,2,1,1,2,2,1,2,2,-38200,-1800,-1700,-2100,-700,-2100,-2600,-18000,600,-8800,-1000,0,FALSE
411,1,1,1,2,1,1,2,2,2,1,2,-25400,-1300,-2000,-2800,-400,-2000,-2400,-11000,400,-1200,-2200,-500,FALSE
412,1,1,1,2,1,1,2,2,2,2,1,-43200,-1900,-2600,-2900,-300,-2100,-1600,-20000,600,-800,-1100,-10500,FALSE
413,1,1,1,2,1,2,1,1,2,2,2,-44200,800,-100,-900,-1100,-500,-1600,-22000,600,-8800,-1600,-9000,FALSE
414,1,1,1,2,1,2,1,2,1,2,2,-33800,0,300,100,-1500,-500,-2400,-16000,-2200,-800,-1800,-9000,FALSE
415,1,1,1,2,1,2,1,2,2,1,2,-49800,500,0,-600,-1200,-400,-2600,-23000,-2400,-9200,-1400,-9500,FALSE
416,1,1,1,2,1,2,1,2,2,2,1,-34800,-100,-600,-700,-1100,-500,-3400,-14000,-2200,-8800,-1900,-1500,FALSE
417,1,1,1,2,1,2,2,1,1,2,2,-36200,-1600,-1700,-2100,-500,-2500,400,-18000,-1400,-8800,-1000,1000,FALSE
418,1,1,1,2,1,2,2,1,2,1,2,-23400,-1100,-2000,-2800,-200,-2400,200,-11000,-1200,-1200,-2200,500,FALSE
419,1,1,1,2,1,2,2,1,2,2,1,-45200,-1700,-2600,-2900,-100,-2500,-600,-20000,-1400,-800,-1100,-11500,FALSE
420,1,1,1,2,1,2,2,2,1,1,2,-36200,-1900,-1600,-1800,-600,-2400,-600,-17000,-400,-8400,-2000,500,FALSE
421,1,1,1,2,1,2,2,2,1,2,1,-58800,-2500,-2200,-1900,-500,-2500,-1400,-26000,-200,-8800,-1300,-11500,FALSE
422,1,1,1,2,1,2,2,2,2,1,1,-44800,-2000,-2500,-2600,-200,-2400,-1600,-19000,-400,-1200,-1900,-11000,FALSE
423,1,1,1,2,2,1,1,1,2,2,2,-48400,1100,-100,-1200,-1300,-2400,-1800,-22000,-200,-8800,-1700,-10000,FALSE
424,1,1,1,2,2,1,1,2,1,2,2,-34800,300,300,-200,-1700,-2400,-1000,-16000,-1400,-800,-1900,-10000,FALSE
425,1,1,1,2,2,1,1,2,2,1,2,-50400,800,0,-900,-1400,-2500,-800,-23000,-1600,-9200,-1300,-10500,FALSE
426,1,1,1,2,2,1,1,2,2,2,1,-31800,200,-600,-1000,-1300,-2400,0,-14000,-1400,-8800,-2000,-500,FALSE
427,1,1,1,2,2,1,2,1,1,2,2,-40400,-1300,-1700,-2400,-700,-400,-3800,-18000,-2200,-8800,-1100,0,FALSE
428,1,1,1,2,2,1,2,1,2,1,2,-27200,-800,-2000,-3100,-400,-500,-3600,-11000,-2000,-1200,-2100,-500,FALSE
429,1,1,1,2,2,1,2,1,2,2,1,-45400,-1400,-2600,-3200,-300,-400,-2800,-20000,-2200,-800,-1200,-10500,FALSE
430,1,1,1,2,2,1,2,2,1,1,2,-36800,-1600,-1600,-2100,-800,-500,-2800,-17000,400,-8400,-1900,-500,FALSE
431,1,1,1,2,2,1,2,2,1,2,1,-55800,-2200,-2200,-2200,-700,-400,-2000,-26000,600,-8800,-1400,-10500,FALSE
432,1,1,1,2,2,1,2,2,2,1,1,-41400,-1700,-2500,-2900,-400,-500,-1800,-19000,400,-1200,-1800,-10000,FALSE
433,1,1,1,2,2,2,1,1,1,2,2,-31200,500,300,-200,-1500,-2000,-1200,-16000,600,-800,-1900,-9000,FALSE
434,1,1,1,2,2,2,1,1,2,1,2,-46800,1000,0,-900,-1200,-2100,-1400,-23000,800,-9200,-1300,-9500,FALSE
435,1,1,1,2,2,2,1,1,2,2,1,-32200,400,-600,-1000,-1100,-2000,-2200,-14000,600,-8800,-2000,-1500,FALSE
436,1,1,1,2,2,2,1,2,1,1,2,-35600,200,400,100,-1600,-2100,-2200,-17000,-2400,-400,-1100,-9500,FALSE
437,1,1,1,2,2,2,1,2,1,2,1,-21800,-400,-200,0,-1500,-2000,-3000,-8000,-2200,-800,-2200,-1500,FALSE
438,1,1,1,2,2,2,1,2,2,1,1,-36200,100,-500,-700,-1200,-2100,-3200,-15000,-2400,-9200,-1000,-1000,FALSE
439,1,1,1,2,2,2,2,1,1,1,2,-33200,-1400,-1600,-2100,-600,-100,600,-17000,-1200,-8400,-1900,500,FALSE
440,1,1,1,2,2,2,2,1,1,2,1,-56200,-2000,-2200,-2200,-500,0,-200,-26000,-1400,-8800,-1400,-11500,FALSE
441,1,1,1,2,2,2,2,1,2,1,1,-41800,-1500,-2500,-2900,-200,-100,-400,-19000,-1200,-1200,-1800,-11000,FALSE
442,1,1,1,2,2,2,2,2,1,1,1,-54600,-2300,-2100,-1900,-600,-100,-1200,-25000,-400,-8400,-1600,-11000,FALSE
443,1,1,2,1,1,1,1,2,2,2,2,-47400,300,100,-2100,-700,-200,-200,-23000,-1600,-8400,-1600,-10000,FALSE
444,1,1,2,1,1,1,2,1,2,2,2,-24200,-1300,-1900,100,-1700,-2200,-3000,-11000,-2000,-400,-800,0,FALSE
445,1,1,2,1,1,1,2,2,1,2,2,-37000,-2100,-1500,-900,-1300,-2200,-2200,-17000,400,-9200,-1000,0,FALSE
446,1,1,2,1,1,1,2,2,2,1,2,-22600,-1600,-1800,-200,-1600,-2100,-2000,-10000,200,-800,-2200,-500,FALSE
447,1,1,2,1,1,1,2,2,2,2,1,-40400,-2200,-2400,-100,-1700,-2200,-1200,-19000,400,-400,-1100,-10500,FALSE
448,1,1,2,1,1,2,1,1,2,2,2,-46200,500,100,-2100,-900,-600,-2000,-23000,800,-8400,-1600,-9000,FALSE
449,1,1,2,1,1,2,1,2,1,2,2,-38200,-300,500,-3100,-500,-600,-2800,-17000,-2400,-1200,-1800,-9000,FALSE
450,1,1,2,1,1,2,1,2,2,1,2,-52600,200,200,-2400,-800,-500,-3000,-24000,-2600,-8800,-1400,-9500,FALSE
451,1,1,2,1,1,2,1,2,2,2,1,-37600,-400,-400,-2300,-900,-600,-3800,-15000,-2400,-8400,-1900,-1500,FALSE
452,1,1,2,1,1,2,2,1,1,2,2,-35800,-1900,-1500,-900,-1500,-2600,0,-17000,-1200,-9200,-1000,1000,FALSE
453,1,1,2,1,1,2,2,1,2,1,2,-21400,-1400,-1800,-200,-1800,-2500,-200,-10000,-1000,-800,-2200,500,FALSE
454,1,1,2,1,1,2,2,1,2,2,1,-43200,-2000,-2400,-100,-1900,-2600,-1000,-19000,-1200,-400,-1100,-11500,FALSE
455,1,1,2,1,1,2,2,2,1,1,2,-36600,-2200,-1400,-1200,-1400,-2500,-1000,-16000,-600,-8800,-2000,500,FALSE
456,1,1,2,1,1,2,2,2,1,2,1,-59200,-2800,-2000,-1100,-1500,-2600,-1800,-25000,-400,-9200,-1300,-11500,FALSE
457,1,1,2,1,1,2,2,2,2,1,1,-43600,-2300,-2300,-400,-1800,-2500,-2000,-18000,-600,-800,-1900,-11000,FALSE
458,1,1,2,1,2,1,1,1,2,2,2,-48400,800,100,-1800,-700,-2300,-1400,-23000,0,-8400,-1700,-10000,FALSE
459,1,1,2,1,2,1,1,2,1,2,2,-37200,0,500,-2800,-300,-2300,-600,-17000,-1600,-1200,-1900,-10000,FALSE
460,1,1,2,1,2,1,1,2,2,1,2,-51200,500,200,-2100,-600,-2400,-400,-24000,-1800,-8800,-1300,-10500,FALSE
461,1,1,2,1,2,1,1,2,2,2,1,-32600,-100,-400,-2000,-700,-2300,400,-15000,-1600,-8400,-2000,-500,FALSE
462,1,1,2,1,2,1,2,1,1,2,2,-38000,-1600,-1500,-600,-1300,-300,-3400,-17000,-2000,-9200,-1100,0,FALSE
463,1,1,2,1,2,1,2,1,2,1,2,-23200,-1100,-1800,100,-1600,-400,-3200,-10000,-1800,-800,-2100,-500,FALSE
464,1,1,2,1,2,1,2,1,2,2,1,-41400,-1700,-2400,200,-1700,-300,-2400,-19000,-2000,-400,-1200,-10500,FALSE
465,1,1,2,1,2,1,2,2,1,1,2,-35200,-1900,-1400,-900,-1200,-400,-2400,-16000,200,-8800,-1900,-500,FALSE
466,1,1,2,1,2,1,2,2,1,2,1,-54200,-2500,-2000,-800,-1300,-300,-1600,-25000,400,-9200,-1400,-10500,FALSE
467,1,1,2,1,2,1,2,2,2,1,1,-38200,-2000,-2300,-100,-1600,-400,-1400,-18000,200,-800,-1800,-10000,FALSE
468,1,1,2,1,2,2,1,1,1,2,2,-34400,200,500,-2800,-500,-1900,-1600,-17000,800,-1200,-1900,-9000,FALSE
469,1,1,2,1,2,2,1,1,2,1,2,-48400,700,200,-2100,-800,-2000,-1800,-24000,1000,-8800,-1300,-9500,FALSE
470,1,1,2,1,2,2,1,1,2,2,1,-33800,100,-400,-2000,-900,-1900,-2600,-15000,800,-8400,-2000,-1500,FALSE
471,1,1,2,1,2,2,1,2,1,1,2,-39600,-100,600,-3100,-400,-2000,-2600,-18000,-2600,-800,-1100,-9500,FALSE
472,1,1,2,1,2,2,1,2,1,2,1,-25800,-700,0,-3000,-500,-1900,-3400,-9000,-2400,-1200,-2200,-1500,FALSE
473,1,1,2,1,2,2,1,2,2,1,1,-38600,-200,-300,-2300,-800,-2000,-3600,-16000,-2600,-8800,-1000,-1000,FALSE
474,1,1,2,1,2,2,2,1,1,1,2,-32400,-1700,-1400,-900,-1400,0,200,-16000,-1000,-8800,-1900,500,FALSE
475,1,1,2,1,2,2,2,1,1,2,1,-55400,-2300,-2000,-800,-1500,100,-600,-25000,-1200,-9200,-1400,-11500,FALSE
476,1,1,2,1,2,2,2,1,2,1,1,-39400,-1800,-2300,-100,-1800,0,-800,-18000,-1000,-800,-1800,-11000,FALSE
477,1,1,2,1,2,2,2,2,1,1,1,-54600,-2600,-1900,-1100,-1400,0,-1600,-24000,-600,-8800,-1600,-11000,FALSE
478,1,1,2,2,1,1,1,1,2,2,2,-45000,900,0,-1700,-1100,-200,-1200,-22000,0,-8000,-1700,-10000,FALSE
479,1,1,2,2,1,1,1,2,1,2,2,-35400,100,400,-2700,-1500,-200,-400,-16000,-1600,-1600,-1900,-10000,FALSE
480,1,1,2,2,1,1,1,2,2,1,2,-47800,600,100,-2000,-1200,-100,-200,-23000,-1800,-8400,-1300,-10500,FALSE
481,1,1,2,2,1,1,1,2,2,2,1,-29200,0,-500,-1900,-1100,-200,600,-14000,-1600,-8000,-2000,-500,FALSE
482,1,1,2,2,1,1,2,1,1,2,2,-40200,-1500,-1600,-500,-500,-2200,-3200,-18000,-2000,-9600,-1100,0,FALSE
483,1,1,2,2,1,1,2,1,2,1,2,-23800,-1000,-1900,200,-200,-2100,-3000,-11000,-1800,-400,-2100,-500,FALSE
484,1,1,2,2,1,1,2,1,2,2,1,-42000,-1600,-2500,300,-100,-2200,-2200,-20000,-2000,0,-1200,-10500,FALSE
485,1,1,2,2,1,1,2,2,1,1,2,-37400,-1800,-1500,-800,-600,-2100,-2200,-17000,200,-9200,-1900,-500,FALSE
486,1,1,2,2,1,1,2,2,1,2,1,-56400,-2400,-2100,-700,-500,-2200,-1400,-26000,400,-9600,-1400,-10500,FALSE
487,1,1,2,2,1,1,2,2,2,1,1,-38800,-1900,-2400,0,-200,-2100,-1200,-19000,200,-400,-1800,-10000,FALSE
488,1,1,2,2,1,2,1,1,1,2,2,-33400,300,400,-2700,-1300,-600,-1800,-16000,800,-1600,-1900,-9000,FALSE
489,1,1,2,2,1,2,1,1,2,1,2,-45800,800,100,-2000,-1000,-500,-2000,-23000,1000,-8400,-1300,-9500,FALSE
490,1,1,2,2,1,2,1,1,2,2,1,-31200,200,-500,-1900,-900,-600,-2800,-14000,800,-8000,-2000,-1500,FALSE
491,1,1,2,2,1,2,1,2,1,1,2,-38600,0,500,-3000,-1400,-500,-2800,-17000,-2600,-1200,-1100,-9500,FALSE
492,1,1,2,2,1,2,1,2,1,2,1,-24800,-600,-100,-2900,-1300,-600,-3600,-8000,-2400,-1600,-2200,-1500,FALSE
493,1,1,2,2,1,2,1,2,2,1,1,-36000,-100,-400,-2200,-1000,-500,-3800,-15000,-2600,-8400,-1000,-1000,FALSE
494,1,1,2,2,1,2,2,1,1,1,2,-35400,-1600,-1500,-800,-400,-2500,0,-17000,-1000,-9200,-1900,500,FALSE
495,1,1,2,2,1,2,2,1,1,2,1,-58400,-2200,-2100,-700,-300,-2600,-800,-26000,-1200,-9600,-1400,-11500,FALSE
496,1,1,2,2,1,2,2,1,2,1,1,-40800,-1700,-2400,0,0,-2500,-1000,-19000,-1000,-400,-1800,-11000,FALSE
497,1,1,2,2,1,2,2,2,1,1,1,-57600,-2500,-2000,-1000,-400,-2500,-1800,-25000,-600,-9200,-1600,-11000,FALSE
498,1,1,2,2,2,1,1,1,1,2,2,-36400,600,400,-2400,-1500,-2300,-1600,-16000,0,-1600,-2000,-10000,FALSE
499,1,1,2,2,2,1,1,1,2,1,2,-48400,1100,100,-1700,-1200,-2400,-1400,-23000,200,-8400,-1200,-10500,FALSE
500,1,1,2,2,2,1,1,1,2,2,1,-30200,500,-500,-1600,-1100,-2300,-600,-14000,0,-8000,-2100,-500,FALSE
501,1,1,2,2,2,1,1,2,1,1,2,-38000,300,500,-2700,-1600,-2400,-600,-17000,-1800,-1200,-1000,-10500,FALSE
502,1,1,2,2,2,1,1,2,1,2,1,-20600,-300,-100,-2600,-1500,-2300,200,-8000,-1600,-1600,-2300,-500,FALSE
503,1,1,2,2,2,1,1,2,2,1,1,-31400,200,-400,-1900,-1200,-2400,400,-15000,-1800,-8400,-900,0,FALSE
504,1,1,2,2,2,1,2,1,1,1,2,-38000,-1300,-1500,-500,-600,-400,-3400,-17000,-1800,-9200,-1800,-500,FALSE
505,1,1,2,2,2,1,2,1,1,2,1,-57400,-1900,-2100,-400,-500,-300,-2600,-26000,-2000,-9600,-1500,-10500,FALSE
506,1,1,2,2,2,1,2,1,2,1,1,-39400,-1400,-2400,300,-200,-400,-2400,-19000,-1800,-400,-1700,-10000,FALSE
507,1,1,2,2,2,1,2,2,1,1,1,-53000,-2200,-2000,-700,-600,-400,-1600,-25000,200,-9200,-1500,-10000,FALSE
508,1,1,2,2,2,2,1,1,1,1,2,-34400,500,500,-2700,-1400,-2000,-1600,-17000,1000,-1200,-1000,-9500,FALSE
509,1,1,2,2,2,2,1,1,1,2,1,-21000,-100,-100,-2600,-1300,-1900,-2400,-8000,800,-1600,-2300,-1500,FALSE
510,1,1,2,2,2,2,1,1,2,1,1,-31800,400,-400,-1900,-1000,-2000,-2600,-15000,1000,-8400,-900,-1000,FALSE
511,1,1,2,2,2,2,1,2,1,1,1,-24600,-400,0,-2900,-1400,-2000,-3400,-9000,-2600,-1200,-700,-1000,FALSE
512,1,1,2,2,2,2,2,1,1,1,1,-53400,-2000,-2000,-700,-400,0,-600,-25000,-1000,-9200,-1500,-11000,FALSE
513,1,2,1,1,1,1,1,2,2,2,2,-48800,300,-2100,-600,-600,-100,-400,-23000,-1400,-8800,-1600,-10500,FALSE
514,1,2,1,1,1,1,2,1,2,2,2,-26400,-1300,-100,-2800,-1600,-2100,-3200,-11000,-2200,-800,-800,-500,FALSE
515,1,2,1,1,1,1,2,2,1,2,2,-36800,-2100,-500,-1800,-1200,-2100,-2400,-17000,600,-8800,-1000,-500,FALSE
516,1,2,1,1,1,1,2,2,2,1,2,-24000,-1600,-200,-2500,-1500,-2000,-2200,-10000,400,-1200,-2200,-1000,FALSE
517,1,2,1,1,1,1,2,2,2,2,1,-39800,-2200,400,-2600,-1600,-2100,-1400,-19000,600,-800,-1100,-10000,FALSE
518,1,2,1,1,1,2,1,1,2,2,2,-47600,500,-2100,-600,-800,-500,-1800,-23000,600,-8800,-1600,-9500,FALSE
519,1,2,1,1,1,2,1,2,1,2,2,-37200,-300,-2500,400,-400,-500,-2600,-17000,-2200,-800,-1800,-9500,FALSE
520,1,2,1,1,1,2,1,2,2,1,2,-53200,200,-2200,-300,-700,-400,-2800,-24000,-2400,-9200,-1400,-10000,FALSE
521,1,2,1,1,1,2,1,2,2,2,1,-36200,-400,-1600,-400,-800,-500,-3600,-15000,-2200,-8800,-1900,-1000,FALSE
522,1,2,1,1,1,2,2,1,1,2,2,-35600,-1900,-500,-1800,-1400,-2500,200,-17000,-1400,-8800,-1000,500,FALSE
523,1,2,1,1,1,2,2,1,2,1,2,-22800,-1400,-200,-2500,-1700,-2400,0,-10000,-1200,-1200,-2200,0,FALSE
524,1,2,1,1,1,2,2,1,2,2,1,-42600,-2000,400,-2600,-1800,-2500,-800,-19000,-1400,-800,-1100,-11000,FALSE
525,1,2,1,1,1,2,2,2,1,1,2,-35600,-2200,-600,-1500,-1300,-2400,-800,-16000,-400,-8400,-2000,0,FALSE
526,1,2,1,1,1,2,2,2,1,2,1,-56200,-2800,0,-1600,-1400,-2500,-1600,-25000,-200,-8800,-1300,-11000,FALSE
527,1,2,1,1,1,2,2,2,2,1,1,-42200,-2300,300,-2300,-1700,-2400,-1800,-18000,-400,-1200,-1900,-10500,FALSE
528,1,2,1,1,2,1,1,1,2,2,2,-51000,800,-2100,-900,-600,-2400,-1600,-23000,-200,-8800,-1700,-10500,FALSE
529,1,2,1,1,2,1,1,2,1,2,2,-37400,0,-2500,100,-200,-2400,-800,-17000,-1400,-800,-1900,-10500,FALSE
530,1,2,1,1,2,1,1,2,2,1,2,-53000,500,-2200,-600,-500,-2500,-600,-24000,-1600,-9200,-1300,-11000,FALSE
531,1,2,1,1,2,1,1,2,2,2,1,-32400,-100,-1600,-700,-600,-2400,200,-15000,-1400,-8800,-2000,0,FALSE
532,1,2,1,1,2,1,2,1,1,2,2,-39000,-1600,-500,-2100,-1200,-400,-3600,-17000,-2200,-8800,-1100,-500,FALSE
533,1,2,1,1,2,1,2,1,2,1,2,-25800,-1100,-200,-2800,-1500,-500,-3400,-10000,-2000,-1200,-2100,-1000,FALSE
534,1,2,1,1,2,1,2,1,2,2,1,-42000,-1700,400,-2900,-1600,-400,-2600,-19000,-2200,-800,-1200,-10000,FALSE
535,1,2,1,1,2,1,2,2,1,1,2,-35400,-1900,-600,-1800,-1100,-500,-2600,-16000,400,-8400,-1900,-1000,FALSE
536,1,2,1,1,2,1,2,2,1,2,1,-52400,-2500,0,-1900,-1200,-400,-1800,-25000,600,-8800,-1400,-10000,FALSE
537,1,2,1,1,2,1,2,2,2,1,1,-38000,-2000,300,-2600,-1500,-500,-1600,-18000,400,-1200,-1800,-9500,FALSE
538,1,2,1,1,2,2,1,1,1,2,2,-34600,200,-2500,100,-400,-2000,-1400,-17000,600,-800,-1900,-9500,FALSE
539,1,2,1,1,2,2,1,1,2,1,2,-50200,700,-2200,-600,-700,-2100,-1600,-24000,800,-9200,-1300,-10000,FALSE
540,1,2,1,1,2,2,1,1,2,2,1,-33600,100,-1600,-700,-800,-2000,-2400,-15000,600,-8800,-2000,-1000,FALSE
541,1,2,1,1,2,2,1,2,1,1,2,-39000,-100,-2600,400,-300,-2100,-2400,-18000,-2400,-400,-1100,-10000,FALSE
542,1,2,1,1,2,2,1,2,1,2,1,-23200,-700,-2000,300,-400,-2000,-3200,-9000,-2200,-800,-2200,-1000,FALSE
543,1,2,1,1,2,2,1,2,2,1,1,-37600,-200,-1700,-400,-700,-2100,-3400,-16000,-2400,-9200,-1000,-500,FALSE
544,1,2,1,1,2,2,2,1,1,1,2,-32600,-1700,-600,-1800,-1300,-100,400,-16000,-1200,-8400,-1900,0,FALSE
545,1,2,1,1,2,2,2,1,1,2,1,-53600,-2300,0,-1900,-1400,0,-400,-25000,-1400,-8800,-1400,-11000,FALSE
546,1,2,1,1,2,2,2,1,2,1,1,-39200,-1800,300,-2600,-1700,-100,-600,-18000,-1200,-1200,-1800,-10500,FALSE
547,1,2,1,1,2,2,2,2,1,1,1,-52000,-2600,-100,-1600,-1300,-100,-1400,-24000,-400,-8400,-1600,-10500,FALSE
548,1,2,1,2,1,1,1,1,2,2,2,-47600,900,-2000,-1000,-1200,-100,-1400,-22000,-200,-8400,-1700,-10500,FALSE
549,1,2,1,2,1,1,1,2,1,2,2,-35600,100,-2400,0,-1600,-100,-600,-16000,-1400,-1200,-1900,-10500,FALSE
550,1,2,1,2,1,1,1,2,2,1,2,-49600,600,-2100,-700,-1300,0,-400,-23000,-1600,-8800,-1300,-11000,FALSE
551,1,2,1,2,1,1,1,2,2,2,1,-29000,0,-1500,-800,-1200,-100,400,-14000,-1400,-8400,-2000,0,FALSE
552,1,2,1,2,1,1,2,1,1,2,2,-41200,-1500,-400,-2200,-600,-2100,-3400,-18000,-2200,-9200,-1100,-500,FALSE
553,1,2,1,2,1,1,2,1,2,1,2,-26400,-1000,-100,-2900,-300,-2000,-3200,-11000,-2000,-800,-2100,-1000,FALSE
554,1,2,1,2,1,1,2,1,2,2,1,-42600,-1600,500,-3000,-200,-2100,-2400,-20000,-2200,-400,-1200,-10000,FALSE
555,1,2,1,2,1,1,2,2,1,1,2,-37600,-1800,-500,-1900,-700,-2000,-2400,-17000,400,-8800,-1900,-1000,FALSE
556,1,2,1,2,1,1,2,2,1,2,1,-54600,-2400,100,-2000,-600,-2100,-1600,-26000,600,-9200,-1400,-10000,FALSE
557,1,2,1,2,1,1,2,2,2,1,1,-38600,-1900,400,-2700,-300,-2000,-1400,-19000,400,-800,-1800,-9500,FALSE
558,1,2,1,2,1,2,1,1,1,2,2,-33600,300,-2400,0,-1400,-500,-1600,-16000,600,-1200,-1900,-9500,FALSE
559,1,2,1,2,1,2,1,1,2,1,2,-47600,800,-2100,-700,-1100,-400,-1800,-23000,800,-8800,-1300,-10000,FALSE
560,1,2,1,2,1,2,1,1,2,2,1,-31000,200,-1500,-800,-1000,-500,-2600,-14000,600,-8400,-2000,-1000,FALSE
561,1,2,1,2,1,2,1,2,1,1,2,-38000,0,-2500,300,-1500,-400,-2600,-17000,-2400,-800,-1100,-10000,FALSE
562,1,2,1,2,1,2,1,2,1,2,1,-22200,-600,-1900,200,-1400,-500,-3400,-8000,-2200,-1200,-2200,-1000,FALSE
563,1,2,1,2,1,2,1,2,2,1,1,-35000,-100,-1600,-500,-1100,-400,-3600,-15000,-2400,-8800,-1000,-500,FALSE
564,1,2,1,2,1,2,2,1,1,1,2,-35600,-1600,-500,-1900,-500,-2400,200,-17000,-1200,-8800,-1900,0,FALSE
565,1,2,1,2,1,2,2,1,1,2,1,-56600,-2200,100,-2000,-400,-2500,-600,-26000,-1400,-9200,-1400,-11000,FALSE
566,1,2,1,2,1,2,2,1,2,1,1,-40600,-1700,400,-2700,-100,-2400,-800,-19000,-1200,-800,-1800,-10500,FALSE
567,1,2,1,2,1,2,2,2,1,1,1,-55000,-2500,0,-1700,-500,-2400,-1600,-25000,-400,-8800,-1600,-10500,FALSE
568,1,2,1,2,2,1,1,1,1,2,2,-37800,600,-2400,-300,-1600,-2400,-1800,-16000,-200,-1200,-2000,-10500,FALSE
569,1,2,1,2,2,1,1,1,2,1,2,-51400,1100,-2100,-1000,-1300,-2500,-1600,-23000,0,-8800,-1200,-11000,FALSE
570,1,2,1,2,2,1,1,1,2,2,1,-31200,500,-1500,-1100,-1200,-2400,-800,-14000,-200,-8400,-2100,0,FALSE
571,1,2,1,2,2,1,1,2,1,1,2,-38600,300,-2500,0,-1700,-2500,-800,-17000,-1600,-800,-1000,-11000,FALSE
572,1,2,1,2,2,1,1,2,1,2,1,-19200,-300,-1900,-100,-1600,-2400,0,-8000,-1400,-1200,-2300,0,FALSE
573,1,2,1,2,2,1,1,2,2,1,1,-31600,200,-1600,-800,-1300,-2500,200,-15000,-1600,-8800,-900,500,FALSE
574,1,2,1,2,2,1,2,1,1,1,2,-39400,-1300,-500,-2200,-700,-500,-3600,-17000,-2000,-8800,-1800,-1000,FALSE
